"agegrp"	"gender"	"year"	"cause_code"	"rate"	"relrank"
"65-74"	"F"	2001	"I60-I69"	109	4
"65-74"	"F"	2001	"J09-J18"	29.1	10
"65-74"	"F"	2001	"J40-J47"	148.1	3
"65-74"	"F"	2001	"N17-N19"	34.4	7
"65-74"	"F"	2002	"A30-A49"	33.1	8
"65-74"	"F"	2002	"C00-C97"	645.6	1
"65-74"	"F"	2002	"E10-E14"	82.8	6
"65-74"	"F"	2002	"I10-I15"	35.1	7
"65-74"	"F"	2002	"I20-I25"	306.8	2
"65-74"	"F"	2002	"I30-I51"	91.2	5
"65-74"	"F"	2002	"I60-I69"	107.7	4
"65-74"	"F"	2002	"J09-J18"	29.9	10
"65-74"	"F"	2002	"J40-J47"	144.2	3
"65-74"	"F"	2002	"N17-N19"	33	9
"65-74"	"F"	2003	"A30-A49"	30.6	9
"65-74"	"F"	2003	"C00-C97"	631.5	1
"65-74"	"F"	2003	"E10-E14"	79.3	6
"65-74"	"F"	2003	"I10-I15"	35.4	7
"65-74"	"F"	2003	"I20-I25"	287.4	2
"65-74"	"F"	2003	"I30-I51"	88.7	5
"65-74"	"F"	2003	"I60-I69"	99.9	4
"65-74"	"F"	2003	"J09-J18"	29.3	10
"65-74"	"F"	2003	"J40-J47"	145.2	3
"65-74"	"F"	2003	"N17-N19"	34.7	8
"65-74"	"M"	2001	"C00-C97"	979.5	1
"65-74"	"M"	2001	"E10-E14"	101.2	6
"65-74"	"M"	2001	"I20-I25"	660.3	2
"65-74"	"M"	2001	"I30-I51"	143.4	4
"65-74"	"M"	2001	"I60-I69"	139.7	5
"65-74"	"M"	2001	"I70-I78"	49	8
"65-74"	"M"	2001	"J09-J18"	44.7	10
"65-74"	"M"	2001	"J40-J47"	190.3	3
"65-74"	"M"	2001	"K70-K76"	49.9	7
"65-74"	"M"	2001	"N17-N19"	45	9
"65-74"	"M"	2002	"C00-C97"	956.6	1
"65-74"	"M"	2002	"E10-E14"	100.5	6
"65-74"	"M"	2002	"I20-I25"	634.7	2
"65-74"	"M"	2002	"I30-I51"	141.2	4
"65-74"	"M"	2002	"I60-I69"	133.9	5
"65-74"	"M"	2002	"I70-I78"	48.2	8
"65-74"	"M"	2002	"J09-J18"	46	9
"65-74"	"M"	2002	"J40-J47"	183.2	3
"65-74"	"M"	2002	"K70-K76"	49.1	7
"65-74"	"M"	2002	"N17-N19"	44.7	10
"65-74"	"M"	2003	"C00-C97"	920.3	1
"65-74"	"M"	2003	"E10-E14"	102.8	6
"65-74"	"M"	2003	"I10-I15"	47.2	8
"65-74"	"M"	2003	"I20-I25"	591.5	2
"65-74"	"M"	2003	"I30-I51"	138.3	4
"65-74"	"M"	2003	"I60-I69"	126.2	5
"65-74"	"M"	2003	"I70-I78"	44.3	10
"65-74"	"M"	2003	"J09-J18"	45.9	9
"65-74"	"M"	2003	"J40-J47"	181.4	3
"65-74"	"M"	2003	"K70-K76"	49.7	7
"75-84"	"F"	2001	"C00-C97"	1045.1	1
"75-84"	"F"	2001	"E10-E14"	169.8	6
"75-84"	"F"	2001	"F01-F09"	92.3	10
"75-84"	"F"	2001	"G30-G31"	157	7
"75-84"	"F"	2001	"I10-I15"	104.5	9
"75-84"	"F"	2001	"I20-I25"	1013.2	2
"75-84"	"F"	2001	"I30-I51"	319.4	4
"75-84"	"F"	2001	"I60-I69"	428.5	3
"75-84"	"F"	2001	"J09-J18"	123.6	8
"75-84"	"F"	2001	"J40-J47"	317.2	5
"75-84"	"F"	2002	"C00-C97"	1045.3	1
"75-84"	"F"	2002	"E10-E14"	169.5	7
"75-84"	"F"	2002	"F01-F09"	100.2	10
"75-84"	"F"	2002	"G30-G31"	171.2	6
"75-84"	"F"	2002	"I10-I15"	105.1	9
"75-84"	"F"	2002	"I20-I25"	967.5	2
"75-84"	"F"	2002	"I30-I51"	321.2	5
"75-84"	"F"	2002	"I60-I69"	420.6	3
"75-84"	"F"	2002	"J09-J18"	131.6	8
"75-84"	"F"	2002	"J40-J47"	323.7	4
"75-84"	"F"	2003	"C00-C97"	1040.2	1
"75-84"	"F"	2003	"E10-E14"	163.6	7
"75-84"	"F"	2003	"F01-F09"	109.7	10
"75-84"	"F"	2003	"G30-G31"	178.6	6
"75-84"	"F"	2003	"I10-I15"	111.3	9
"75-84"	"F"	2003	"I20-I25"	917.9	2
"75-84"	"F"	2003	"I30-I51"	313.8	5
"75-84"	"F"	2003	"I60-I69"	396.9	3
"75-84"	"F"	2003	"J09-J18"	127.2	8
"75-84"	"F"	2003	"J40-J47"	328.3	4
"75-84"	"M"	2001	"C00-C97"	1721.2	1
"75-84"	"M"	2001	"E10-E14"	198.2	6
"75-84"	"M"	2001	"G30-G31"	139.1	8
"75-84"	"M"	2001	"I20-I25"	1657.8	2
"75-84"	"M"	2001	"I30-I51"	422.7	5
"75-84"	"M"	2001	"I60-I69"	465.7	4
"75-84"	"M"	2001	"I70-I78"	132.5	9
"75-84"	"M"	2001	"J09-J18"	185.7	7
"75-84"	"M"	2001	"J40-J47"	473.5	3
"75-84"	"M"	2001	"N17-N19"	127.5	10
"75-84"	"M"	2002	"C00-C97"	1704.7	1
"75-84"	"M"	2002	"E10-E14"	201.8	6
"75-84"	"M"	2002	"G30-G31"	145.2	8
"75-84"	"M"	2002	"I20-I25"	1592.7	2
"75-84"	"M"	2002	"I30-I51"	418.8	5
"75-84"	"M"	2002	"I60-I69"	444.1	4
"75-84"	"M"	2002	"I70-I78"	127.3	10
"75-84"	"M"	2002	"J09-J18"	194	7
"75-84"	"M"	2002	"J40-J47"	479	3
"75-84"	"M"	2002	"N17-N19"	133.5	9
"75-84"	"M"	2003	"C00-C97"	1685.8	1
"75-84"	"M"	2003	"E10-E14"	206	6
"75-84"	"M"	2003	"G30-G31"	150.6	8
"75-84"	"M"	2003	"I20-I25"	1515.9	2
"75-84"	"M"	2003	"I30-I51"	407.9	5
"75-84"	"M"	2003	"I60-I69"	429	4
"75-84"	"M"	2003	"I70-I78"	124.7	10
"75-84"	"M"	2003	"J09-J18"	185.8	7
"75-84"	"M"	2003	"J40-J47"	462.3	3
"75-84"	"M"	2003	"N17-N19"	134	9
"85+"	"F"	2001	"C00-C97"	1435.3	4
"85+"	"F"	2001	"F01-F09"	643.4	7
"85+"	"F"	2001	"G30-G31"	796.3	5
"85+"	"F"	2001	"I10-I15"	423.5	9
"85+"	"F"	2001	"I20-I25"	3840.9	1
"85+"	"F"	2001	"I30-I51"	1442.9	3
"85+"	"F"	2001	"I60-I69"	1577.5	2
"85+"	"F"	2001	"I70-I78"	331.6	10
"85+"	"F"	2001	"J09-J18"	645.2	6
"85+"	"F"	2001	"J40-J47"	540	8
"85+"	"F"	2002	"C00-C97"	1448	3
"85+"	"F"	2002	"E10-E14"	321	10
"85+"	"F"	2002	"F01-F09"	713.5	6
"85+"	"F"	2002	"G30-G31"	873.5	5
"85+"	"F"	2002	"I10-I15"	442.8	9
"85+"	"F"	2002	"I20-I25"	3735	1
"85+"	"F"	2002	"I30-I51"	1439.7	4
"85+"	"F"	2002	"I60-I69"	1562.9	2
"85+"	"F"	2002	"J09-J18"	675.8	7
"85+"	"F"	2002	"J40-J47"	547.5	8
"85+"	"F"	2003	"C00-C97"	1444	3
"85+"	"F"	2003	"E10-E14"	321	10
"85+"	"F"	2003	"F01-F09"	757.3	6
"85+"	"F"	2003	"G30-G31"	938.5	5
"85+"	"F"	2003	"I10-I15"	468.2	9
"85+"	"F"	2003	"I20-I25"	3589.9	1
"85+"	"F"	2003	"I30-I51"	1427.2	4
"85+"	"F"	2003	"I60-I69"	1493.6	2
"85+"	"F"	2003	"J09-J18"	653.7	7
"85+"	"F"	2003	"J40-J47"	557	8
"85+"	"M"	2001	"C00-C97"	2692.5	2
"85+"	"M"	2001	"F01-F09"	480.2	8
"85+"	"M"	2001	"G30-G31"	581.7	7
"85+"	"M"	2001	"I20-I25"	4528.4	1
"85+"	"M"	2001	"I30-I51"	1460.6	3
"85+"	"M"	2001	"I60-I69"	1421.8	4
"85+"	"M"	2001	"I70-I78"	375.5	10
"85+"	"M"	2001	"J09-J18"	832.8	6
"85+"	"M"	2001	"J40-J47"	944.6	5
"85+"	"M"	2001	"N17-N19"	400.5	9
"85+"	"M"	2002	"C00-C97"	2681	2
"85+"	"M"	2002	"E10-E14"	375.1	10
"85+"	"M"	2002	"F01-F09"	522.8	8
"85+"	"M"	2002	"G30-G31"	624.5	7
"85+"	"M"	2002	"I20-I25"	4525.9	1
"85+"	"M"	2002	"I30-I51"	1503	3
"85+"	"M"	2002	"I60-I69"	1418.3	4
"85+"	"M"	2002	"J09-J18"	867.2	6
"85+"	"M"	2002	"J40-J47"	963	5
"85+"	"M"	2002	"N17-N19"	409.7	9
"85+"	"M"	2003	"C00-C97"	2606.3	2
"85+"	"M"	2003	"E10-E14"	367.9	10
"85+"	"M"	2003	"F01-F09"	541.2	8
"85+"	"M"	2003	"G30-G31"	664.8	7
"85+"	"M"	2003	"I20-I25"	4324.6	1
"85+"	"M"	2003	"I30-I51"	1486.7	3
"85+"	"M"	2003	"I60-I69"	1334.6	4
"85+"	"M"	2003	"J09-J18"	818.3	6
"85+"	"M"	2003	"J40-J47"	935	5
"85+"	"M"	2003	"N17-N19"	413.6	9
"1-4"	"F"	2004	"C00-C97"	2.4	3
"1-4"	"F"	2004	"E70-E88"	0.7	10
"1-4"	"F"	2004	"I30-I51"	0.9	8
"1-4"	"F"	2004	"J09-J18"	0.9	6
"1-4"	"F"	2004	"Q00-Q07"	0.8	9
"1-4"	"F"	2004	"Q20-Q28"	1.2	5
"1-4"	"F"	2004	"R95-R99"	0.9	7
"1-4"	"F"	2004	"V01-V99"	3.9	2
"1-4"	"F"	2004	"W00-X59"	4.8	1
"1-4"	"F"	2004	"X85-Y09"	2.2	4
"1-4"	"F"	2005	"C00-C97"	2.1	3
"1-4"	"F"	2005	"E70-E88"	0.8	8
"1-4"	"F"	2005	"I30-I51"	0.7	9
"1-4"	"F"	2005	"J09-J18"	0.7	10
"1-4"	"F"	2005	"Q00-Q07"	0.8	7
"1-4"	"F"	2005	"Q20-Q28"	1.3	5
"1-4"	"F"	2005	"R95-R99"	1.1	6
"1-4"	"F"	2005	"V01-V99"	3.6	2
"1-4"	"F"	2005	"W00-X59"	4.6	1
"1-4"	"F"	2005	"X85-Y09"	2	4
"1-4"	"F"	2006	"C00-C97"	2.2	3
"1-4"	"F"	2006	"E70-E88"	1.1	7
"1-4"	"F"	2006	"I30-I51"	0.7	10
"1-4"	"F"	2006	"J09-J18"	0.8	9
"1-4"	"F"	2006	"Q00-Q07"	1	8
"1-4"	"F"	2006	"Q20-Q28"	1.1	6
"1-4"	"F"	2006	"R95-R99"	1.2	5
"1-4"	"F"	2006	"V01-V99"	3.7	2
"1-4"	"F"	2006	"W00-X59"	5	1
"1-4"	"F"	2006	"X85-Y09"	2	4
"1-4"	"M"	2004	"A30-A49"	0.7	10
"1-4"	"M"	2004	"C00-C97"	2.6	3
"1-4"	"M"	2004	"E70-E88"	0.8	9
"1-4"	"M"	2004	"I30-I51"	1	7
"1-4"	"M"	2004	"Q00-Q07"	0.9	8
"1-4"	"M"	2004	"Q20-Q28"	1.6	5
"1-4"	"M"	2004	"R95-R99"	1.1	6
"1-4"	"M"	2004	"V01-V99"	4.4	2
"1-4"	"M"	2004	"W00-X59"	7.4	1
"1-4"	"M"	2004	"X85-Y09"	2.5	4
"1-4"	"M"	2005	"A30-A49"	0.8	10
"1-4"	"M"	2005	"C00-C97"	2.7	3
"1-4"	"M"	2005	"E70-E88"	1	7
"1-4"	"M"	2005	"I30-I51"	0.8	9
"1-4"	"M"	2005	"Q00-Q07"	0.8	8
"1-4"	"M"	2005	"Q20-Q28"	1.3	6
"1-4"	"M"	2005	"R95-R99"	1.4	5
"1-4"	"M"	2005	"V01-V99"	4.5	2
"1-4"	"M"	2005	"W00-X59"	8.1	1
"1-4"	"M"	2005	"X85-Y09"	2.6	4
"1-4"	"M"	2006	"A30-A49"	0.7	10
"1-4"	"M"	2006	"C00-C97"	2.5	3
"1-4"	"M"	2006	"E70-E88"	0.8	8
"1-4"	"M"	2006	"I30-I51"	0.9	7
"1-4"	"M"	2006	"J09-J18"	0.8	9
"1-4"	"M"	2006	"Q20-Q28"	1.2	6
"1-4"	"M"	2006	"R95-R99"	1.4	5
"1-4"	"M"	2006	"V01-V99"	4	2
"1-4"	"M"	2006	"W00-X59"	7.3	1
"1-4"	"M"	2006	"X85-Y09"	2.5	4
"5-9"	"F"	2004	"A30-A49"	0.3	10
"5-9"	"F"	2004	"C00-C97"	2.3	2
"5-9"	"F"	2004	"E70-E88"	0.4	8
"5-9"	"F"	2004	"G80-G83"	0.5	5
"5-9"	"F"	2004	"I30-I51"	0.4	6
"5-9"	"F"	2004	"Q00-Q07"	0.3	9
"5-9"	"F"	2004	"Q20-Q28"	0.4	7
"5-9"	"F"	2004	"V01-V99"	3	1
"5-9"	"F"	2004	"W00-X59"	1.6	3
"5-9"	"F"	2004	"X85-Y09"	0.6	4
"5-9"	"F"	2005	"C00-C97"	2.3	2
"5-9"	"F"	2005	"E70-E88"	0.3	9
"5-9"	"F"	2005	"G80-G83"	0.6	4
"5-9"	"F"	2005	"I30-I51"	0.5	6
"5-9"	"F"	2005	"J09-J18"	0.3	10
"5-9"	"F"	2005	"Q00-Q07"	0.4	8
"5-9"	"F"	2005	"Q20-Q28"	0.4	7
"5-9"	"F"	2005	"V01-V99"	3	1
"5-9"	"F"	2005	"W00-X59"	1.7	3
"5-9"	"F"	2005	"X85-Y09"	0.6	5
"5-9"	"F"	2006	"C00-C97"	2.1	2
"5-9"	"F"	2006	"E70-E88"	0.3	9
"5-9"	"F"	2006	"G80-G83"	0.3	7
"5-9"	"F"	2006	"I30-I51"	0.3	5
"5-9"	"F"	2006	"J09-J18"	0.2	10
"5-9"	"F"	2006	"Q00-Q07"	0.3	8
"5-9"	"F"	2006	"Q20-Q28"	0.3	6
"5-9"	"F"	2006	"V01-V99"	2.8	1
"5-9"	"F"	2006	"W00-X59"	1.6	3
"5-9"	"F"	2006	"X85-Y09"	0.7	4
"5-9"	"M"	2004	"C00-C97"	3	2
"5-9"	"M"	2004	"E70-E88"	0.4	7
"5-9"	"M"	2004	"G80-G83"	0.6	6
"5-9"	"M"	2004	"G90-G98"	0.3	9
"5-9"	"M"	2004	"J40-J47"	0.3	8
"5-9"	"M"	2004	"Q00-Q07"	0.3	10
"5-9"	"M"	2004	"Q20-Q28"	0.6	5
"5-9"	"M"	2004	"V01-V99"	3.9	1
"5-9"	"M"	2004	"W00-X59"	2.9	3
"5-9"	"M"	2004	"X85-Y09"	0.6	4
"5-9"	"M"	2005	"C00-C97"	2.7	2
"5-9"	"M"	2005	"E70-E88"	0.5	6
"5-9"	"M"	2005	"G80-G83"	0.6	5
"5-9"	"M"	2005	"I30-I51"	0.4	7
"5-9"	"M"	2005	"J40-J47"	0.3	10
"5-9"	"M"	2005	"Q00-Q07"	0.3	8
"5-9"	"M"	2005	"Q20-Q28"	0.3	9
"5-9"	"M"	2005	"V01-V99"	3.7	1
"5-9"	"M"	2005	"W00-X59"	2.6	3
"5-9"	"M"	2005	"X85-Y09"	0.7	4
"5-9"	"M"	2006	"C00-C97"	2.6	3
"5-9"	"M"	2006	"E70-E88"	0.4	8
"5-9"	"M"	2006	"G80-G83"	0.6	5
"5-9"	"M"	2006	"I30-I51"	0.4	6
"5-9"	"M"	2006	"J40-J47"	0.3	9
"5-9"	"M"	2006	"Q00-Q07"	0.4	7
"5-9"	"M"	2006	"Q20-Q28"	0.3	10
"5-9"	"M"	2006	"V01-V99"	3.5	1
"5-9"	"M"	2006	"W00-X59"	2.7	2
"5-9"	"M"	2006	"X85-Y09"	0.8	4
"10-14"	"F"	2004	"C00-C97"	2.1	2
"10-14"	"F"	2004	"E70-E88"	0.3	9
"10-14"	"F"	2004	"G80-G83"	0.6	6
"10-14"	"F"	2004	"I30-I51"	0.5	7
"10-14"	"F"	2004	"J40-J47"	0.3	10
"10-14"	"F"	2004	"Q20-Q28"	0.4	8
"10-14"	"F"	2004	"V01-V99"	4.1	1
"10-14"	"F"	2004	"W00-X59"	1.2	3
"10-14"	"F"	2004	"X60-X84"	0.9	4
"10-14"	"F"	2004	"X85-Y09"	0.7	5
"10-14"	"F"	2005	"C00-C97"	2.1	2
"10-14"	"F"	2005	"E70-E88"	0.4	8
"10-14"	"F"	2005	"G80-G83"	0.5	7
"10-14"	"F"	2005	"I30-I51"	0.6	6
"10-14"	"F"	2005	"Q00-Q07"	0.3	10
"10-14"	"F"	2005	"Q20-Q28"	0.3	9
"10-14"	"F"	2005	"V01-V99"	3.4	1
"10-14"	"F"	2005	"W00-X59"	1.2	3
"10-14"	"F"	2005	"X60-X84"	0.7	5
"10-14"	"F"	2005	"X85-Y09"	0.8	4
"10-14"	"F"	2006	"A30-A49"	0.2	10
"10-14"	"F"	2006	"C00-C97"	1.9	2
"10-14"	"F"	2006	"E70-E88"	0.3	8
"10-14"	"F"	2006	"G80-G83"	0.6	6
"10-14"	"F"	2006	"I30-I51"	0.5	7
"10-14"	"F"	2006	"Q20-Q28"	0.3	9
"10-14"	"F"	2006	"V01-V99"	3.3	1
"10-14"	"F"	2006	"W00-X59"	1	3
"10-14"	"F"	2006	"X60-X84"	0.6	5
"10-14"	"F"	2006	"X85-Y09"	0.7	4
"10-14"	"M"	2004	"C00-C97"	2.5	3
"10-14"	"M"	2004	"E70-E88"	0.4	9
"10-14"	"M"	2004	"G80-G83"	0.7	6
"10-14"	"M"	2004	"I30-I51"	0.7	7
"10-14"	"M"	2004	"J40-J47"	0.4	10
"10-14"	"M"	2004	"Q20-Q28"	0.4	8
"10-14"	"M"	2004	"V01-V99"	5.9	1
"10-14"	"M"	2004	"W00-X59"	3	2
"10-14"	"M"	2004	"X60-X84"	1.7	4
"10-14"	"M"	2004	"X85-Y09"	1.2	5
"10-14"	"M"	2005	"C00-C97"	2.7	3
"10-14"	"M"	2005	"E70-E88"	0.5	8
"10-14"	"M"	2005	"G80-G83"	0.5	7
"10-14"	"M"	2005	"I30-I51"	0.6	6
"10-14"	"M"	2005	"Q20-Q28"	0.5	9
"10-14"	"M"	2005	"R95-R99"	0.4	10
"10-14"	"M"	2005	"V01-V99"	5	1
"10-14"	"M"	2005	"W00-X59"	2.9	2
"10-14"	"M"	2005	"X60-X84"	1.9	4
"10-14"	"M"	2005	"X85-Y09"	1.2	5
"10-14"	"M"	2006	"C00-C97"	2.3	3
"10-14"	"M"	2006	"E70-E88"	0.3	9
"10-14"	"M"	2006	"G80-G83"	0.8	6
"10-14"	"M"	2006	"I30-I51"	0.7	7
"10-14"	"M"	2006	"J40-J47"	0.4	8
"10-14"	"M"	2006	"Q20-Q28"	0.3	10
"10-14"	"M"	2006	"V01-V99"	4.6	1
"10-14"	"M"	2006	"W00-X59"	2.4	2
"10-14"	"M"	2006	"X60-X84"	1.4	5
"10-14"	"M"	2006	"X85-Y09"	1.6	4
"15-19"	"F"	2004	"C00-C97"	2.9	4
"15-19"	"F"	2004	"E70-E88"	0.5	10
"15-19"	"F"	2004	"G80-G83"	0.5	9
"15-19"	"F"	2004	"I30-I51"	0.9	6
"15-19"	"F"	2004	"Q20-Q28"	0.6	8
"15-19"	"F"	2004	"R95-R99"	0.6	7
"15-19"	"F"	2004	"V01-V99"	17.7	1
"15-19"	"F"	2004	"W00-X59"	2.5	5
"15-19"	"F"	2004	"X60-X84"	3.5	2
"15-19"	"F"	2004	"X85-Y09"	2.9	3
"15-19"	"F"	2005	"C00-C97"	2.8	3
"15-19"	"F"	2005	"E70-E88"	0.5	8
"15-19"	"F"	2005	"G80-G83"	0.5	9
"15-19"	"F"	2005	"I30-I51"	0.8	6
"15-19"	"F"	2005	"R95-R99"	0.6	7
"15-19"	"F"	2005	"V01-V99"	16.2	1
"15-19"	"F"	2005	"W00-X59"	2.6	4
"15-19"	"F"	2005	"X60-X84"	3	2
"15-19"	"F"	2005	"X85-Y09"	2.5	5
"15-19"	"F"	2005	"Y10-Y34"	0.4	10
"15-19"	"F"	2006	"C00-C97"	2.4	5
"15-19"	"F"	2006	"E70-E88"	0.5	8
"15-19"	"F"	2006	"G80-G83"	0.6	7
"15-19"	"F"	2006	"I30-I51"	0.8	6
"15-19"	"F"	2006	"R95-R99"	0.4	10
"15-19"	"F"	2006	"V01-V99"	15.8	1
"15-19"	"F"	2006	"W00-X59"	2.7	4
"15-19"	"F"	2006	"X60-X84"	2.8	3
"15-19"	"F"	2006	"X85-Y09"	2.8	2
"15-19"	"F"	2006	"Y10-Y34"	0.4	9
"15-19"	"M"	2004	"C00-C97"	4	5
"15-19"	"M"	2004	"G70-G72"	0.8	10
"15-19"	"M"	2004	"G80-G83"	1	8
"15-19"	"M"	2004	"I30-I51"	1.7	6
"15-19"	"M"	2004	"R95-R99"	0.9	9
"15-19"	"M"	2004	"V01-V99"	32.8	1
"15-19"	"M"	2004	"W00-X59"	10.7	4
"15-19"	"M"	2004	"X60-X84"	12.3	3
"15-19"	"M"	2004	"X85-Y09"	15	2
"15-19"	"M"	2004	"Y10-Y34"	1.1	7
"15-19"	"M"	2005	"C00-C97"	4	5
"15-19"	"M"	2005	"G70-G72"	1	8
"15-19"	"M"	2005	"G80-G83"	0.9	10
"15-19"	"M"	2005	"I30-I51"	2.1	6
"15-19"	"M"	2005	"R95-R99"	1.3	7
"15-19"	"M"	2005	"V01-V99"	31	1
"15-19"	"M"	2005	"W00-X59"	10.9	4
"15-19"	"M"	2005	"X60-X84"	11.8	3
"15-19"	"M"	2005	"X85-Y09"	16.4	2
"15-19"	"M"	2005	"Y10-Y34"	0.9	9
"15-19"	"M"	2006	"C00-C97"	3.7	5
"15-19"	"M"	2006	"G70-G72"	0.8	9
"15-19"	"M"	2006	"G80-G83"	0.9	8
"15-19"	"M"	2006	"I30-I51"	1.7	6
"15-19"	"M"	2006	"R95-R99"	0.8	10
"15-19"	"M"	2006	"V01-V99"	30.3	1
"15-19"	"M"	2006	"W00-X59"	11.3	3
"15-19"	"M"	2006	"X60-X84"	11.2	4
"15-19"	"M"	2006	"X85-Y09"	17.7	2
"15-19"	"M"	2006	"Y10-Y34"	1.2	7
"20-24"	"F"	2004	"C00-C97"	3.8	4
"20-24"	"F"	2004	"E70-E88"	0.8	9
"20-24"	"F"	2004	"I30-I51"	1.3	6
"20-24"	"F"	2004	"I60-I69"	0.7	10
"20-24"	"F"	2004	"R95-R99"	1	7
"20-24"	"F"	2004	"V01-V99"	14.1	1
"20-24"	"F"	2004	"W00-X59"	4.8	2
"20-24"	"F"	2004	"X60-X84"	3.6	5
"20-24"	"F"	2004	"X85-Y09"	3.9	3
"20-24"	"F"	2004	"Y10-Y34"	0.8	8
"20-24"	"F"	2005	"C00-C97"	3.8	5
"20-24"	"F"	2005	"E70-E88"	0.7	10
"20-24"	"F"	2005	"I30-I51"	1.4	6
"20-24"	"F"	2005	"O95-O99"	0.7	9
"20-24"	"F"	2005	"R95-R99"	1.1	7
"20-24"	"F"	2005	"V01-V99"	13.5	1
"20-24"	"F"	2005	"W00-X59"	5.5	2
"20-24"	"F"	2005	"X60-X84"	4	4
"20-24"	"F"	2005	"X85-Y09"	4.3	3
"20-24"	"F"	2005	"Y10-Y34"	0.9	8
"20-24"	"F"	2006	"B20-B24"	0.7	10
"20-24"	"F"	2006	"C00-C97"	3.7	4
"20-24"	"F"	2006	"E70-E88"	0.7	9
"20-24"	"F"	2006	"I30-I51"	1.6	6
"20-24"	"F"	2006	"R95-R99"	1	7
"20-24"	"F"	2006	"V01-V99"	13.9	1
"20-24"	"F"	2006	"W00-X59"	5.8	2
"20-24"	"F"	2006	"X60-X84"	3.6	5
"20-24"	"F"	2006	"X85-Y09"	4.1	3
"20-24"	"F"	2006	"Y10-Y34"	1	8
"20-24"	"M"	2004	"C00-C97"	5.6	5
"20-24"	"M"	2004	"F10-F19"	1.3	9
"20-24"	"M"	2004	"G80-G83"	0.9	10
"20-24"	"M"	2004	"I30-I51"	3	6
"20-24"	"M"	2004	"R95-R99"	2.4	8
"20-24"	"M"	2004	"V01-V99"	42.3	1
"20-24"	"M"	2004	"W00-X59"	20	4
"20-24"	"M"	2004	"X60-X84"	21.1	3
"20-24"	"M"	2004	"X85-Y09"	25.6	2
"20-24"	"M"	2004	"Y10-Y34"	2.5	7
"20-24"	"M"	2005	"C00-C97"	5.5	5
"20-24"	"M"	2005	"F10-F19"	1.4	9
"20-24"	"M"	2005	"I20-I25"	0.9	10
"20-24"	"M"	2005	"I30-I51"	3.1	6
"20-24"	"M"	2005	"R95-R99"	2.8	7
"20-24"	"M"	2005	"V01-V99"	44.2	1
"20-24"	"M"	2005	"W00-X59"	22.3	3
"20-24"	"M"	2005	"X60-X84"	20.4	4
"20-24"	"M"	2005	"X85-Y09"	27.4	2
"20-24"	"M"	2005	"Y10-Y34"	2.3	8
"20-24"	"M"	2006	"C00-C97"	5.5	5
"20-24"	"M"	2006	"F10-F19"	1.5	9
"20-24"	"M"	2006	"G80-G83"	1	10
"20-24"	"M"	2006	"I30-I51"	3	6
"20-24"	"M"	2006	"R95-R99"	2.1	8
"20-24"	"M"	2006	"V01-V99"	44.8	1
"20-24"	"M"	2006	"W00-X59"	24.6	3
"20-24"	"M"	2006	"X60-X84"	20.9	4
"20-24"	"M"	2006	"X85-Y09"	27.6	2
"20-24"	"M"	2006	"Y10-Y34"	2.9	7
"25-34"	"F"	2004	"B20-B24"	2.8	6
"25-34"	"F"	2004	"C00-C97"	9.6	1
"25-34"	"F"	2004	"I20-I25"	1.4	9
"25-34"	"F"	2004	"I30-I51"	2.3	7
"25-34"	"F"	2004	"I60-I69"	1.4	8
"25-34"	"F"	2004	"R95-R99"	1.4	10
"25-34"	"F"	2004	"V01-V99"	9.5	2
"25-34"	"F"	2004	"W00-X59"	6.5	3
"25-34"	"F"	2004	"X60-X84"	4.8	4
"25-34"	"F"	2004	"X85-Y09"	3.7	5
"25-34"	"F"	2005	"B20-B24"	2.6	6
"25-34"	"F"	2005	"C00-C97"	9.2	1
"25-34"	"F"	2005	"I30-I51"	2.4	7
"25-34"	"F"	2005	"I60-I69"	1.3	10
"25-34"	"F"	2005	"R95-R99"	1.5	8
"25-34"	"F"	2005	"V01-V99"	9.1	2
"25-34"	"F"	2005	"W00-X59"	7.8	3
"25-34"	"F"	2005	"X60-X84"	4.7	4
"25-34"	"F"	2005	"X85-Y09"	3.8	5
"25-34"	"F"	2005	"Y10-Y34"	1.4	9
"25-34"	"F"	2006	"B20-B24"	2.3	7
"25-34"	"F"	2006	"C00-C97"	9.6	1
"25-34"	"F"	2006	"E10-E14"	1.5	8
"25-34"	"F"	2006	"I30-I51"	2.5	6
"25-34"	"F"	2006	"I60-I69"	1.2	10
"25-34"	"F"	2006	"V01-V99"	9	2
"25-34"	"F"	2006	"W00-X59"	8.5	3
"25-34"	"F"	2006	"X60-X84"	4.7	4
"25-34"	"F"	2006	"X85-Y09"	3.7	5
"25-34"	"F"	2006	"Y10-Y34"	1.3	9
"25-34"	"M"	2004	"B20-B24"	4.6	7
"25-34"	"M"	2004	"C00-C97"	8.9	5
"25-34"	"M"	2004	"I20-I25"	4.2	8
"25-34"	"M"	2004	"I30-I51"	4.8	6
"25-34"	"M"	2004	"R95-R99"	3	9
"25-34"	"M"	2004	"V01-V99"	28.2	1
"25-34"	"M"	2004	"W00-X59"	21.2	2
"25-34"	"M"	2004	"X60-X84"	20.9	3
"25-34"	"M"	2004	"X85-Y09"	18.9	4
"25-34"	"M"	2004	"Y10-Y34"	2.8	10
"25-34"	"M"	2005	"B20-B24"	4.1	7
"25-34"	"M"	2005	"C00-C97"	9.2	5
"25-34"	"M"	2005	"F10-F19"	2.4	10
