"agegrp"	"gender"	"year"	"cause_code"	"rate"	"relrank"
"45-54"	"M"	2010	"K70-K76"	33	4
"45-54"	"M"	2010	"V01-V99"	19.3	7
"45-54"	"M"	2010	"W00-X59"	39.1	3
"45-54"	"M"	2010	"X60-X84"	30.3	5
"45-54"	"M"	2011	"C00-C97"	110.7	1
"45-54"	"M"	2011	"E10-E14"	17	9
"45-54"	"M"	2011	"I10-I15"	17.6	8
"45-54"	"M"	2011	"I20-I25"	77.1	2
"45-54"	"M"	2011	"I30-I51"	22.9	6
"45-54"	"M"	2011	"I60-I69"	14.5	10
"45-54"	"M"	2011	"K70-K76"	33	4
"45-54"	"M"	2011	"V01-V99"	20.3	7
"45-54"	"M"	2011	"W00-X59"	41.7	3
"45-54"	"M"	2011	"X60-X84"	30.1	5
"45-54"	"M"	2012	"C00-C97"	110.1	1
"45-54"	"M"	2012	"E10-E14"	16.5	9
"45-54"	"M"	2012	"I10-I15"	17.2	8
"45-54"	"M"	2012	"I20-I25"	75.1	2
"45-54"	"M"	2012	"I30-I51"	23	6
"45-54"	"M"	2012	"I60-I69"	14.2	10
"45-54"	"M"	2012	"K70-K76"	33.8	4
"45-54"	"M"	2012	"V01-V99"	20.2	7
"45-54"	"M"	2012	"W00-X59"	40.9	3
"45-54"	"M"	2012	"X60-X84"	30.1	5
"55-64"	"F"	2010	"A30-A49"	12	10
"55-64"	"F"	2010	"C00-C97"	258.5	1
"55-64"	"F"	2010	"E10-E14"	24.1	6
"55-64"	"F"	2010	"I10-I15"	15	9
"55-64"	"F"	2010	"I20-I25"	66.7	2
"55-64"	"F"	2010	"I30-I51"	26.4	4
"55-64"	"F"	2010	"I60-I69"	24.3	5
"55-64"	"F"	2010	"J40-J47"	36.1	3
"55-64"	"F"	2010	"K70-K76"	20.9	7
"55-64"	"F"	2010	"W00-X59"	16.3	8
"55-64"	"F"	2011	"A30-A49"	12.3	10
"55-64"	"F"	2011	"C00-C97"	254.1	1
"55-64"	"F"	2011	"E10-E14"	25.7	5
"55-64"	"F"	2011	"I10-I15"	15.3	9
"55-64"	"F"	2011	"I20-I25"	65.8	2
"55-64"	"F"	2011	"I30-I51"	25.9	4
"55-64"	"F"	2011	"I60-I69"	24.4	6
"55-64"	"F"	2011	"J40-J47"	36.3	3
"55-64"	"F"	2011	"K70-K76"	22.3	7
"55-64"	"F"	2011	"W00-X59"	17.6	8
"55-64"	"F"	2012	"A30-A49"	11.9	10
"55-64"	"F"	2012	"C00-C97"	252.5	1
"55-64"	"F"	2012	"E10-E14"	24.6	5
"55-64"	"F"	2012	"I10-I15"	16.2	9
"55-64"	"F"	2012	"I20-I25"	65.6	2
"55-64"	"F"	2012	"I30-I51"	26	4
"55-64"	"F"	2012	"I60-I69"	23.3	6
"55-64"	"F"	2012	"J40-J47"	36.7	3
"55-64"	"F"	2012	"K70-K76"	23	7
"55-64"	"F"	2012	"W00-X59"	18	8
"55-64"	"M"	2010	"C00-C97"	344.9	1
"55-64"	"M"	2010	"E10-E14"	40.5	6
"55-64"	"M"	2010	"I10-I15"	31.3	9
"55-64"	"M"	2010	"I20-I25"	191.5	2
"55-64"	"M"	2010	"I30-I51"	49.8	4
"55-64"	"M"	2010	"I60-I69"	34.7	7
"55-64"	"M"	2010	"J40-J47"	42.2	5
"55-64"	"M"	2010	"K70-K76"	50.9	3
"55-64"	"M"	2010	"W00-X59"	33.8	8
"55-64"	"M"	2010	"X60-X84"	27.6	10
"55-64"	"M"	2011	"C00-C97"	340.4	1
"55-64"	"M"	2011	"E10-E14"	41.5	6
"55-64"	"M"	2011	"I10-I15"	30.8	9
"55-64"	"M"	2011	"I20-I25"	186.2	2
"55-64"	"M"	2011	"I30-I51"	49.2	4
"55-64"	"M"	2011	"I60-I69"	34.9	8
"55-64"	"M"	2011	"J40-J47"	43	5
"55-64"	"M"	2011	"K70-K76"	52.4	3
"55-64"	"M"	2011	"W00-X59"	36.2	7
"55-64"	"M"	2011	"X60-X84"	27.3	10
"55-64"	"M"	2012	"C00-C97"	336.9	1
"55-64"	"M"	2012	"E10-E14"	41	6
"55-64"	"M"	2012	"I10-I15"	34.2	9
"55-64"	"M"	2012	"I20-I25"	186	2
"55-64"	"M"	2012	"I30-I51"	50.1	4
"55-64"	"M"	2012	"I60-I69"	34.5	8
"55-64"	"M"	2012	"J40-J47"	42.4	5
"55-64"	"M"	2012	"K70-K76"	55.1	3
"55-64"	"M"	2012	"W00-X59"	36.6	7
"55-64"	"M"	2012	"X60-X84"	28.6	10
"65-74"	"F"	2010	"A30-A49"	29	9
"65-74"	"F"	2010	"C00-C97"	559.1	1
"65-74"	"F"	2010	"E10-E14"	56.1	6
"65-74"	"F"	2010	"I10-I15"	32.3	7
"65-74"	"F"	2010	"I20-I25"	180.6	2
"65-74"	"F"	2010	"I30-I51"	71.6	5
"65-74"	"F"	2010	"I60-I69"	72.8	4
"65-74"	"F"	2010	"J40-J47"	133.9	3
"65-74"	"F"	2010	"K70-K76"	27.6	10
"65-74"	"F"	2010	"N17-N19"	31.3	8
"65-74"	"F"	2011	"A30-A49"	28.5	9
"65-74"	"F"	2011	"C00-C97"	544.5	1
"65-74"	"F"	2011	"E10-E14"	58.4	6
"65-74"	"F"	2011	"I10-I15"	32.3	7
"65-74"	"F"	2011	"I20-I25"	173.7	2
"65-74"	"F"	2011	"I30-I51"	70.3	4
"65-74"	"F"	2011	"I60-I69"	69.6	5
"65-74"	"F"	2011	"J40-J47"	132.7	3
"65-74"	"F"	2011	"K70-K76"	27.8	10
"65-74"	"F"	2011	"N17-N19"	29.5	8
"65-74"	"F"	2012	"C00-C97"	531.9	1
"65-74"	"F"	2012	"E10-E14"	56.5	6
"65-74"	"F"	2012	"F01-F09"	28.6	9
"65-74"	"F"	2012	"I10-I15"	30.8	7
"65-74"	"F"	2012	"I20-I25"	164.7	2
"65-74"	"F"	2012	"I30-I51"	69.8	4
"65-74"	"F"	2012	"I60-I69"	67	5
"65-74"	"F"	2012	"J40-J47"	130.4	3
"65-74"	"F"	2012	"K70-K76"	29.3	8
"65-74"	"F"	2012	"N17-N19"	28.5	10
"65-74"	"M"	2010	"C00-C97"	789.2	1
"65-74"	"M"	2010	"E10-E14"	80.9	6
"65-74"	"M"	2010	"I10-I15"	47.4	7
"65-74"	"M"	2010	"I20-I25"	395.8	2
"65-74"	"M"	2010	"I30-I51"	116.2	4
"65-74"	"M"	2010	"I60-I69"	92	5
"65-74"	"M"	2010	"J40-J47"	160.6	3
"65-74"	"M"	2010	"K70-K76"	46.8	8
"65-74"	"M"	2010	"N17-N19"	41.5	9
"65-74"	"M"	2010	"W00-X59"	38.8	10
"65-74"	"M"	2011	"C00-C97"	765.8	1
"65-74"	"M"	2011	"E10-E14"	87.6	6
"65-74"	"M"	2011	"I10-I15"	47.7	7
"65-74"	"M"	2011	"I20-I25"	384	2
"65-74"	"M"	2011	"I30-I51"	114.5	4
"65-74"	"M"	2011	"I60-I69"	88.1	5
"65-74"	"M"	2011	"J40-J47"	157.5	3
"65-74"	"M"	2011	"K70-K76"	47.2	8
"65-74"	"M"	2011	"N17-N19"	38.4	10
"65-74"	"M"	2011	"W00-X59"	38.7	9
"65-74"	"M"	2012	"C00-C97"	746.7	1
"65-74"	"M"	2012	"E10-E14"	84.7	6
"65-74"	"M"	2012	"I10-I15"	47.4	8
"65-74"	"M"	2012	"I20-I25"	372.6	2
"65-74"	"M"	2012	"I30-I51"	113.5	4
"65-74"	"M"	2012	"I60-I69"	85.7	5
"65-74"	"M"	2012	"J40-J47"	150.9	3
"65-74"	"M"	2012	"K70-K76"	48.9	7
"65-74"	"M"	2012	"N17-N19"	37.9	9
"65-74"	"M"	2012	"W00-X59"	37.7	10
"75-84"	"F"	2010	"C00-C97"	977	1
"75-84"	"F"	2010	"E10-E14"	126	8
"75-84"	"F"	2010	"F01-F09"	226.1	6
"75-84"	"F"	2010	"G30-G31"	206.7	7
"75-84"	"F"	2010	"I10-I15"	103.9	9
"75-84"	"F"	2010	"I20-I25"	583	2
"75-84"	"F"	2010	"I30-I51"	282.2	5
"75-84"	"F"	2010	"I60-I69"	283.4	4
"75-84"	"F"	2010	"J09-J18"	86.3	10
"75-84"	"F"	2010	"J40-J47"	329.9	3
"75-84"	"F"	2011	"C00-C97"	959.6	1
"75-84"	"F"	2011	"E10-E14"	130.6	8
"75-84"	"F"	2011	"F01-F09"	253.2	6
"75-84"	"F"	2011	"G30-G31"	207.7	7
"75-84"	"F"	2011	"I10-I15"	99.7	9
"75-84"	"F"	2011	"I20-I25"	555.3	2
"75-84"	"F"	2011	"I30-I51"	280.6	5
"75-84"	"F"	2011	"I60-I69"	282.1	4
"75-84"	"F"	2011	"J09-J18"	89	10
"75-84"	"F"	2011	"J40-J47"	337.5	3
"75-84"	"F"	2012	"C00-C97"	950	1
"75-84"	"F"	2012	"E10-E14"	126.4	8
"75-84"	"F"	2012	"F01-F09"	272.1	5
"75-84"	"F"	2012	"G30-G31"	201	7
"75-84"	"F"	2012	"I10-I15"	102.6	9
"75-84"	"F"	2012	"I20-I25"	531.3	2
"75-84"	"F"	2012	"I30-I51"	274.9	4
"75-84"	"F"	2012	"I60-I69"	268.2	6
"75-84"	"F"	2012	"J09-J18"	83.4	10
"75-84"	"F"	2012	"J40-J47"	327.1	3
"75-84"	"M"	2010	"C00-C97"	1514.2	1
"75-84"	"M"	2010	"E10-E14"	169.2	8
"75-84"	"M"	2010	"F01-F09"	211.4	6
"75-84"	"M"	2010	"G30-G31"	179.6	7
"75-84"	"M"	2010	"I20-I25"	1019.5	2
"75-84"	"M"	2010	"I30-I51"	370.9	4
"75-84"	"M"	2010	"I60-I69"	295.2	5
"75-84"	"M"	2010	"J09-J18"	124.5	10
"75-84"	"M"	2010	"J40-J47"	425.2	3
"75-84"	"M"	2010	"N17-N19"	125.6	9
"75-84"	"M"	2011	"C00-C97"	1478.5	1
"75-84"	"M"	2011	"E10-E14"	173.6	8
"75-84"	"M"	2011	"F01-F09"	231.8	6
"75-84"	"M"	2011	"G30-G31"	179.3	7
"75-84"	"M"	2011	"I20-I25"	980.8	2
"75-84"	"M"	2011	"I30-I51"	361.8	4
"75-84"	"M"	2011	"I60-I69"	289.7	5
"75-84"	"M"	2011	"J09-J18"	124.4	9
"75-84"	"M"	2011	"J40-J47"	425.9	3
"75-84"	"M"	2011	"N17-N19"	120.9	10
"75-84"	"M"	2012	"C00-C97"	1447.6	1
"75-84"	"M"	2012	"E10-E14"	171.8	7
"75-84"	"M"	2012	"F01-F09"	244.7	6
"75-84"	"M"	2012	"G30-G31"	170.2	8
"75-84"	"M"	2012	"I20-I25"	935	2
"75-84"	"M"	2012	"I30-I51"	366.8	4
"75-84"	"M"	2012	"I60-I69"	277.7	5
"75-84"	"M"	2012	"J09-J18"	118.3	10
"75-84"	"M"	2012	"J40-J47"	413.7	3
"75-84"	"M"	2012	"N17-N19"	119.5	9
"85+"	"F"	2010	"C00-C97"	1380.1	3
"85+"	"F"	2010	"F01-F09"	1465.6	2
"85+"	"F"	2010	"G30-G31"	1112.8	5
"85+"	"F"	2010	"I10-I15"	473.6	8
"85+"	"F"	2010	"I20-I25"	2346.3	1
"85+"	"F"	2010	"I30-I51"	1339.2	4
"85+"	"F"	2010	"I60-I69"	1043	6
"85+"	"F"	2010	"J09-J18"	383.6	9
"85+"	"F"	2010	"J40-J47"	600.6	7
"85+"	"F"	2010	"W00-X59"	273.6	10
"85+"	"F"	2011	"C00-C97"	1349.1	3
"85+"	"F"	2011	"F01-F09"	1609.4	2
"85+"	"F"	2011	"G30-G31"	1101.9	5
"85+"	"F"	2011	"I10-I15"	484.8	8
"85+"	"F"	2011	"I20-I25"	2216.9	1
"85+"	"F"	2011	"I30-I51"	1307.1	4
"85+"	"F"	2011	"I60-I69"	994.9	6
"85+"	"F"	2011	"J09-J18"	394.1	9
"85+"	"F"	2011	"J40-J47"	613.5	7
"85+"	"F"	2011	"R50-R68"	285.4	10
"85+"	"F"	2012	"C00-C97"	1336.4	3
"85+"	"F"	2012	"F01-F09"	1717.2	2
"85+"	"F"	2012	"G30-G31"	1063.9	5
"85+"	"F"	2012	"I10-I15"	494	8
"85+"	"F"	2012	"I20-I25"	2113.2	1
"85+"	"F"	2012	"I30-I51"	1328.6	4
"85+"	"F"	2012	"I60-I69"	980.9	6
"85+"	"F"	2012	"J09-J18"	366.7	9
"85+"	"F"	2012	"J40-J47"	607.2	7
"85+"	"F"	2012	"R50-R68"	294.8	10
"85+"	"M"	2010	"C00-C97"	2452.6	2
"85+"	"M"	2010	"F01-F09"	1117.6	4
"85+"	"M"	2010	"G30-G31"	817.4	7
"85+"	"M"	2010	"I10-I15"	380.1	9
"85+"	"M"	2010	"I20-I25"	3120.8	1
"85+"	"M"	2010	"I30-I51"	1444.7	3
"85+"	"M"	2010	"I60-I69"	892	5
"85+"	"M"	2010	"J09-J18"	514.3	8
"85+"	"M"	2010	"J40-J47"	877.4	6
"85+"	"M"	2010	"N17-N19"	366.4	10
"85+"	"M"	2011	"C00-C97"	2339.8	2
"85+"	"M"	2011	"F01-F09"	1207.4	4
"85+"	"M"	2011	"G30-G31"	788.8	7
"85+"	"M"	2011	"I10-I15"	375.8	10
"85+"	"M"	2011	"I20-I25"	2954.3	1
"85+"	"M"	2011	"I30-I51"	1416.2	3
"85+"	"M"	2011	"I60-I69"	840	6
"85+"	"M"	2011	"J09-J18"	530.8	8
"85+"	"M"	2011	"J40-J47"	869.3	5
"85+"	"M"	2011	"N17-N19"	379.4	9
"85+"	"M"	2012	"C00-C97"	2303.1	2
"85+"	"M"	2012	"F01-F09"	1301	4
"85+"	"M"	2012	"G30-G31"	783.8	7
"85+"	"M"	2012	"I10-I15"	397.4	9
"85+"	"M"	2012	"I20-I25"	2871.8	1
"85+"	"M"	2012	"I30-I51"	1439.6	3
"85+"	"M"	2012	"I60-I69"	832.1	6
"85+"	"M"	2012	"J09-J18"	491.8	8
"85+"	"M"	2012	"J40-J47"	848.9	5
"85+"	"M"	2012	"W00-X59"	357.9	10
"1-4"	"F"	2013	"C00-C97"	1.9	4
"1-4"	"F"	2013	"E70-E88"	0.7	9
"1-4"	"F"	2013	"I30-I51"	0.7	8
"1-4"	"F"	2013	"J09-J18"	0.6	10
"1-4"	"F"	2013	"Q00-Q07"	0.7	7
"1-4"	"F"	2013	"Q20-Q28"	1.3	5
"1-4"	"F"	2013	"R95-R99"	1.2	6
"1-4"	"F"	2013	"V01-V99"	2.4	2
"1-4"	"F"	2013	"W00-X59"	3.8	1
"1-4"	"F"	2013	"X85-Y09"	1.9	3
"1-4"	"M"	2013	"C00-C97"	2.2	3
"1-4"	"M"	2013	"E70-E88"	0.8	8
"1-4"	"M"	2013	"I30-I51"	0.9	7
"1-4"	"M"	2013	"J09-J18"	0.7	10
"1-4"	"M"	2013	"Q00-Q07"	0.7	9
"1-4"	"M"	2013	"Q20-Q28"	1.1	6
"1-4"	"M"	2013	"R95-R99"	1.6	5
"1-4"	"M"	2013	"V01-V99"	3.1	2
"1-4"	"M"	2013	"W00-X59"	7.1	1
"1-4"	"M"	2013	"X85-Y09"	2.2	4
"5-9"	"F"	2013	"C00-C97"	2	1
"5-9"	"F"	2013	"E70-E88"	0.3	6
"5-9"	"F"	2013	"G80-G83"	0.4	5
"5-9"	"F"	2013	"I30-I51"	0.3	8
"5-9"	"F"	2013	"J09-J18"	0.3	7
"5-9"	"F"	2013	"J40-J47"	0.2	10
"5-9"	"F"	2013	"Q00-Q07"	0.3	9
"5-9"	"F"	2013	"V01-V99"	1.8	2
"5-9"	"F"	2013	"W00-X59"	1.1	3
"5-9"	"F"	2013	"X85-Y09"	0.5	4
"5-9"	"M"	2013	"C00-C97"	2.3	1
"5-9"	"M"	2013	"E70-E88"	0.4	7
"5-9"	"M"	2013	"G80-G83"	0.4	6
"5-9"	"M"	2013	"J09-J18"	0.4	9
"5-9"	"M"	2013	"J40-J47"	0.5	5
"5-9"	"M"	2013	"Q00-Q07"	0.4	8
"5-9"	"M"	2013	"Q20-Q28"	0.3	10
"5-9"	"M"	2013	"V01-V99"	2.2	2
"5-9"	"M"	2013	"W00-X59"	2.1	3
"5-9"	"M"	2013	"X85-Y09"	0.6	4
"10-14"	"F"	2013	"C00-C97"	2.2	1
"10-14"	"F"	2013	"G80-G83"	0.4	6
"10-14"	"F"	2013	"I30-I51"	0.4	7
"10-14"	"F"	2013	"J09-J18"	0.3	10
"10-14"	"F"	2013	"J40-J47"	0.3	9
"10-14"	"F"	2013	"Q20-Q28"	0.3	8
"10-14"	"F"	2013	"V01-V99"	1.9	2
"10-14"	"F"	2013	"W00-X59"	0.8	4
"10-14"	"F"	2013	"X60-X84"	1.4	3
"10-14"	"F"	2013	"X85-Y09"	0.5	5
"10-14"	"M"	2013	"C00-C97"	2.2	3
"10-14"	"M"	2013	"E70-E88"	0.4	9
"10-14"	"M"	2013	"G80-G83"	0.5	7
"10-14"	"M"	2013	"I30-I51"	0.4	8
"10-14"	"M"	2013	"J40-J47"	0.5	6
"10-14"	"M"	2013	"Q20-Q28"	0.3	10
"10-14"	"M"	2013	"V01-V99"	2.9	1
"10-14"	"M"	2013	"W00-X59"	1.8	4
"10-14"	"M"	2013	"X60-X84"	2.3	2
"10-14"	"M"	2013	"X85-Y09"	0.9	5
"15-19"	"F"	2013	"C00-C97"	2.5	4
"15-19"	"F"	2013	"E70-E88"	0.4	8
"15-19"	"F"	2013	"G80-G83"	0.4	7
"15-19"	"F"	2013	"I30-I51"	0.7	6
"15-19"	"F"	2013	"R95-R99"	0.3	10
"15-19"	"F"	2013	"V01-V99"	8	1
"15-19"	"F"	2013	"W00-X59"	2.6	3
"15-19"	"F"	2013	"X60-X84"	3.9	2
"15-19"	"F"	2013	"X85-Y09"	1.6	5
"15-19"	"F"	2013	"Y10-Y34"	0.3	9
"15-19"	"M"	2013	"C00-C97"	3.4	5
"15-19"	"M"	2013	"G70-G72"	0.8	8
"15-19"	"M"	2013	"G80-G83"	0.9	7
"15-19"	"M"	2013	"I30-I51"	1.5	6
"15-19"	"M"	2013	"R95-R99"	0.7	10
"15-19"	"M"	2013	"V01-V99"	15.4	1
"15-19"	"M"	2013	"W00-X59"	8	4
"15-19"	"M"	2013	"X60-X84"	12.4	2
"15-19"	"M"	2013	"X85-Y09"	11.4	3
"15-19"	"M"	2013	"Y10-Y34"	0.7	9
"20-24"	"F"	2013	"C00-C97"	3.4	5
"20-24"	"F"	2013	"E70-E88"	0.7	9
"20-24"	"F"	2013	"G80-G83"	0.6	10
"20-24"	"F"	2013	"I30-I51"	1.1	6
"20-24"	"F"	2013	"R95-R99"	0.9	7
"20-24"	"F"	2013	"V01-V99"	10.2	1
"20-24"	"F"	2013	"W00-X59"	7.4	2
"20-24"	"F"	2013	"X60-X84"	5.2	3
"20-24"	"F"	2013	"X85-Y09"	3.5	4
"20-24"	"F"	2013	"Y10-Y34"	0.7	8
"20-24"	"M"	2013	"C00-C97"	4.2	5
"20-24"	"M"	2013	"G80-G83"	0.9	9
"20-24"	"M"	2013	"I20-I25"	0.7	10
"20-24"	"M"	2013	"I30-I51"	2.4	6
"20-24"	"M"	2013	"R95-R99"	1.8	7
"20-24"	"M"	2013	"V01-V99"	28.3	1
"20-24"	"M"	2013	"W00-X59"	22.8	2
"20-24"	"M"	2013	"X60-X84"	21.8	3
"20-24"	"M"	2013	"X85-Y09"	21.5	4
"20-24"	"M"	2013	"Y10-Y34"	1.7	8
"25-34"	"F"	2013	"C00-C97"	8.6	2
"25-34"	"F"	2013	"E10-E14"	1.3	9
"25-34"	"F"	2013	"I20-I25"	1.3	10
"25-34"	"F"	2013	"I30-I51"	2.2	6
"25-34"	"F"	2013	"K70-K76"	1.6	7
"25-34"	"F"	2013	"V01-V99"	7.1	3
"25-34"	"F"	2013	"W00-X59"	12.4	1
"25-34"	"F"	2013	"X60-X84"	6	4
"25-34"	"F"	2013	"X85-Y09"	3.2	5
"25-34"	"F"	2013	"Y10-Y34"	1.4	8
"25-34"	"M"	2013	"C00-C97"	8.6	5
"25-34"	"M"	2013	"I20-I25"	3.4	7
"25-34"	"M"	2013	"I30-I51"	4.6	6
"25-34"	"M"	2013	"K70-K76"	2.6	8
"25-34"	"M"	2013	"R95-R99"	2.4	9
"25-34"	"M"	2013	"V01-V99"	21.7	3
"25-34"	"M"	2013	"W00-X59"	33.4	1
"25-34"	"M"	2013	"X60-X84"	23.4	2
"25-34"	"M"	2013	"X85-Y09"	16.3	4
"25-34"	"M"	2013	"Y10-Y34"	2.3	10
"35-44"	"F"	2013	"C00-C97"	32.1	1
"35-44"	"F"	2013	"E10-E14"	3.6	9
"35-44"	"F"	2013	"I10-I15"	3	10
"35-44"	"F"	2013	"I20-I25"	6.3	4
"35-44"	"F"	2013	"I30-I51"	5.2	7
"35-44"	"F"	2013	"I60-I69"	3.7	8
"35-44"	"F"	2013	"K70-K76"	5.6	6
"35-44"	"F"	2013	"V01-V99"	6.1	5
"35-44"	"F"	2013	"W00-X59"	17.3	2
"35-44"	"F"	2013	"X60-X84"	7.6	3
"35-44"	"M"	2013	"C00-C97"	24	3
"35-44"	"M"	2013	"E10-E14"	6	10
"35-44"	"M"	2013	"I10-I15"	6.6	9
"35-44"	"M"	2013	"I20-I25"	18.4	4
"35-44"	"M"	2013	"I30-I51"	10.3	6
"35-44"	"M"	2013	"K70-K76"	9.6	8
"35-44"	"M"	2013	"V01-V99"	17.8	5
"35-44"	"M"	2013	"W00-X59"	33.9	1
"35-44"	"M"	2013	"X60-X84"	24.8	2
"35-44"	"M"	2013	"X85-Y09"	9.9	7
"45-54"	"F"	2013	"C00-C97"	104.6	1
"45-54"	"F"	2013	"E10-E14"	10.2	8
"45-54"	"F"	2013	"I10-I15"	9.1	10
"45-54"	"F"	2013	"I20-I25"	24.1	2
"45-54"	"F"	2013	"I30-I51"	12.2	5
"45-54"	"F"	2013	"I60-I69"	10.6	7
"45-54"	"F"	2013	"J40-J47"	11.2	6
"45-54"	"F"	2013	"K70-K76"	17	4
"45-54"	"F"	2013	"W00-X59"	23.6	3
"45-54"	"F"	2013	"X60-X84"	10	9
"45-54"	"M"	2013	"C00-C97"	106.5	1
"45-54"	"M"	2013	"E10-E14"	16.8	9
"45-54"	"M"	2013	"I10-I15"	18.5	8
"45-54"	"M"	2013	"I20-I25"	73.7	2
"45-54"	"M"	2013	"I30-I51"	24	6
"45-54"	"M"	2013	"I60-I69"	14.2	10
"45-54"	"M"	2013	"K70-K76"	33	4
"45-54"	"M"	2013	"V01-V99"	19.7	7
"45-54"	"M"	2013	"W00-X59"	42.2	3
"45-54"	"M"	2013	"X60-X84"	29.6	5
"55-64"	"F"	2013	"A30-A49"	12.5	10
"55-64"	"F"	2013	"C00-C97"	248.1	1
"55-64"	"F"	2013	"E10-E14"	25.2	5
"55-64"	"F"	2013	"I10-I15"	17.3	9
"55-64"	"F"	2013	"I20-I25"	62.6	2
"55-64"	"F"	2013	"I30-I51"	27	4
"55-64"	"F"	2013	"I60-I69"	23.1	7
"55-64"	"F"	2013	"J40-J47"	37.6	3
"55-64"	"F"	2013	"K70-K76"	23.8	6
"55-64"	"F"	2013	"W00-X59"	19.6	8
"55-64"	"M"	2013	"C00-C97"	331.3	1
"55-64"	"M"	2013	"E10-E14"	41.8	6
"55-64"	"M"	2013	"I10-I15"	35.1	8
"55-64"	"M"	2013	"I20-I25"	183.9	2
"55-64"	"M"	2013	"I30-I51"	52.3	4
"55-64"	"M"	2013	"I60-I69"	35.1	9
"55-64"	"M"	2013	"J40-J47"	43.7	5
"55-64"	"M"	2013	"K70-K76"	56.4	3
"55-64"	"M"	2013	"W00-X59"	40.3	7
"55-64"	"M"	2013	"X60-X84"	28.3	10
"65-74"	"F"	2013	"A30-A49"	28.8	10
"65-74"	"F"	2013	"C00-C97"	520.8	1
"65-74"	"F"	2013	"E10-E14"	55.3	6
"65-74"	"F"	2013	"I10-I15"	33.7	7
"65-74"	"F"	2013	"I20-I25"	161.6	2
"65-74"	"F"	2013	"I30-I51"	71.9	4
"65-74"	"F"	2013	"I60-I69"	64.8	5
"65-74"	"F"	2013	"J40-J47"	131.7	3
"65-74"	"F"	2013	"K70-K76"	29.1	9
"65-74"	"F"	2013	"N17-N19"	29.8	8
"65-74"	"M"	2013	"C00-C97"	726.2	1
"65-74"	"M"	2013	"E10-E14"	83.6	6
"65-74"	"M"	2013	"I10-I15"	51.9	7
"65-74"	"M"	2013	"I20-I25"	367.9	2
"65-74"	"M"	2013	"I30-I51"	118.1	4
"65-74"	"M"	2013	"I60-I69"	85	5
"65-74"	"M"	2013	"J40-J47"	151.9	3
"65-74"	"M"	2013	"K70-K76"	50.5	8
"65-74"	"M"	2013	"N17-N19"	37.3	10
"65-74"	"M"	2013	"W00-X59"	38.7	9
"75-84"	"F"	2013	"C00-C97"	933.3	1
"75-84"	"F"	2013	"E10-E14"	125.4	8
"75-84"	"F"	2013	"F01-F09"	277.9	5
"75-84"	"F"	2013	"G30-G31"	198.4	7
"75-84"	"F"	2013	"I10-I15"	102.9	9
"75-84"	"F"	2013	"I20-I25"	508.8	2
"75-84"	"F"	2013	"I30-I51"	283.1	4
"75-84"	"F"	2013	"I60-I69"	262.1	6
"75-84"	"F"	2013	"J09-J18"	89.1	10
"75-84"	"F"	2013	"J40-J47"	332.3	3
"75-84"	"M"	2013	"C00-C97"	1414.5	1
"75-84"	"M"	2013	"E10-E14"	172.8	7
"75-84"	"M"	2013	"F01-F09"	249.5	6
"75-84"	"M"	2013	"G30-G31"	171.8	8
"75-84"	"M"	2013	"I20-I25"	916.5	2
"75-84"	"M"	2013	"I30-I51"	374.7	4
"75-84"	"M"	2013	"I60-I69"	277.9	5
"75-84"	"M"	2013	"J09-J18"	123.2	9
"75-84"	"M"	2013	"J40-J47"	413.3	3
"75-84"	"M"	2013	"N17-N19"	117.6	10
"85+"	"F"	2013	"C00-C97"	1310.1	4
"85+"	"F"	2013	"F01-F09"	1795	2
"85+"	"F"	2013	"G30-G31"	1085.7	5
"85+"	"F"	2013	"I10-I15"	490.4	8
"85+"	"F"	2013	"I20-I25"	2030.7	1
"85+"	"F"	2013	"I30-I51"	1365.2	3
"85+"	"F"	2013	"I60-I69"	955.8	6
"85+"	"F"	2013	"J09-J18"	403.9	9
"85+"	"F"	2013	"J40-J47"	621.9	7
"85+"	"F"	2013	"W00-X59"	289.5	10
"85+"	"M"	2013	"C00-C97"	2272.6	2
"85+"	"M"	2013	"F01-F09"	1333.5	4
"85+"	"M"	2013	"G30-G31"	765.4	7
"85+"	"M"	2013	"I10-I15"	409.9	9
"85+"	"M"	2013	"I20-I25"	2791.5	1
"85+"	"M"	2013	"I30-I51"	1489.7	3
"85+"	"M"	2013	"I60-I69"	808.4	6
"85+"	"M"	2013	"J09-J18"	513.7	8
"85+"	"M"	2013	"J40-J47"	851	5
"85+"	"M"	2013	"N17-N19"	366.8	10
"1-4"	"F"	2014	"C00-C97"	1.8	4
"1-4"	"F"	2014	"E70-E88"	0.7	8
"1-4"	"F"	2014	"I30-I51"	0.8	7
"1-4"	"F"	2014	"J09-J18"	0.7	9
"1-4"	"F"	2014	"Q00-Q07"	0.6	10
"1-4"	"F"	2014	"Q20-Q28"	0.8	6
"1-4"	"F"	2014	"R95-R99"	1.2	5
"1-4"	"F"	2014	"V01-V99"	2.3	2
"1-4"	"F"	2014	"W00-X59"	3.7	1
"1-4"	"F"	2014	"X85-Y09"	2.1	3
"1-4"	"M"	2014	"C00-C97"	2.2	4
"1-4"	"M"	2014	"E70-E88"	0.8	7
"1-4"	"M"	2014	"I30-I51"	0.7	8
"1-4"	"M"	2014	"J09-J18"	0.7	9
"1-4"	"M"	2014	"Q00-Q07"	0.5	10
